PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Kojiri, T; Kaji, T				Kojiri, Tomoko; Kaji, Takaya			Effective Presentation Speech Support System for Representing Emphasis-Intention	SYSTEMS				Article								A research presentation integrates slides and speech. If these two aspects do not represent the same intention, the presentation will probably fail to effectively explain the presenter's intention. This paper focuses on the representation of the critical contents in a presentation. In an effective speech, the speaker adds more intonation and stress to emphasize the importance of the slide contents. Audiences recognize that important contents are those that are explained in a stronger voice or that are said after a short pause. However, in ineffective speeches, such voice effects do not always correspond to the important contents that are indicated by slides. On slides, the important contents are represented by levels of text indentation and size, color, and animation. This research develops a presentation speech support system that estimates important contents from slides and voices that might be recognized by audiences and extracts numerical differences. In addition, the system provides comments and feedback to improve speeches.												0	0											MAR	2016	4	1							1	10.3390/systems4010001	http://dx.doi.org/10.3390/systems4010001												2026-01-16	WOS:000373690200001
J	Patel, SP; Winston, M; Guilfoyle, J; Nicol, T; Martin, GE; Nayar, K; Kraus, N; Losh, M				Patel, Shivani P.; Winston, Molly; Guilfoyle, Janna; Nicol, Trent; Martin, Gary E.; Nayar, Kritika; Kraus, Nina; Losh, Molly			Neural Processing of Speech Sounds in ASD and First-Degree Relatives	JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS				Article								Efficient neural encoding of sound plays a critical role in speech and language, and when impaired, may have reverberating effects on communication skills. This study investigated disruptions to neural processing of temporal and spectral properties of speech in individuals with ASD and their parents and found evidence of inefficient temporal encoding of speech sounds in both groups. The ASD group further demonstrated less robust neural representation of spectral properties of speech sounds. Associations between neural processing of speech sounds and language-related abilities were evident in both groups. Parent-child associations were also detected in neural pitch processing. Together, results suggest that atypical neural processing of speech sounds is a heritable ingredient contributing to the ASD language phenotype.												4	5											AUG	2023	53	8					3257	3271		10.1007/s10803-022-05562-7	http://dx.doi.org/10.1007/s10803-022-05562-7		JUN 2022										2026-01-16	WOS:000807363700001
J	Esipova, M				Esipova, Maria			Polar responses in Russian across modalities and across interfaces	JOURNAL OF SLAVIC LINGUISTICS				Article								This paper investigates gestures and prosody in polar responses in Russian as part of a larger research program of studying meaning as it is expressed through various channels and constrained at various levels of representation and their interfaces. Based on the data on head nods and a gestural-intonational duster used to question the rationale behind the antecedent speech act in Russian responses, it argues that gestures and intonational contours should be treated on a par with spoken words and their parts when it comes to fitting them into typologies of meaning-encoding expressions in spoken language. It also shows, based on the data on linear placement of gestural and spoken polarity markers in Russian as well as prosodic grouping in Russian (and English) polar responses, that studying gestural content and prosodic properties of utterances can help us reveal various interface constraints in natural language.												2	3												2021	29				SI				923057	10.1353/jsl.2021.a923057	http://dx.doi.org/10.1353/jsl.2021.a923057												2026-01-16	WOS:001280138900010
J	Hsu, B				Hsu, Brian			Exceptional prosodification effects revisited in Gradient Harmonic Grammar	PHONOLOGY				Article								This paper presents an analysis of exceptional prosodification effects, in which exceptional lexical items appear to follow a regular pattern that is found in a different prosodic context. These patterns have been analysed as cases of prosodic prespecification, where morphemes select a non-default prosodic representation. I argue that prespecification approaches should be reconsidered, and that such patterns are predicted without morpheme-specific prosody in Gradient Harmonic Grammar, a weighted constraint system with gradiently active symbols. Exceptional prosodification effects result from the interaction of two influences on constraint penalties: (i) scaling of constraint violations by prosodic context and (ii) contrastive activity values in underlying forms. This interaction is illustrated with the distribution of French nasal vowels and linking [n]. This approach reduces the amount of structure posited for URs, and provides new arguments for a more uniform syntax-prosody mapping.												6	6											MAY	2019	36	2					225	263		10.1017/S0952675719000125	http://dx.doi.org/10.1017/S0952675719000125												2026-01-16	WOS:000474880200002
J	Zhao, XM; Zhang, SQ; Lei, BC				Zhao, Xiaoming; Zhang, Shiqing; Lei, Bicheng			Robust emotion recognition in noisy speech via sparse representation	NEURAL COMPUTING & APPLICATIONS				Article								Emotion recognition in speech signals is currently a very active research topic and has attracted much attention within the engineering application area. This paper presents a new approach of robust emotion recognition in speech signals in noisy environment. By using a weighted sparse representation model based on the maximum likelihood estimation, an enhanced sparse representation classifier is proposed for robust emotion recognition in noisy speech. The effectiveness and robustness of the proposed method is investigated on clean and noisy emotional speech. The proposed method is compared with six typical classifiers, including linear discriminant classifier, K-nearest neighbor, C4.5 decision tree, radial basis function neural networks, support vector machines as well as sparse representation classifier. Experimental results on two publicly available emotional speech databases, that is, the Berlin database and the Polish database, demonstrate the promising performance of the proposed method on the task of robust emotion recognition in noisy speech, outperforming the other used methods.												31	37											JUN	2014	24	7-8					1539	1553		10.1007/s00521-013-1377-z	http://dx.doi.org/10.1007/s00521-013-1377-z												2026-01-16	WOS:000336371900007
J	Song, JN				Song, Jiannan			Representing state identity with journalistic attitudes: a corpus-assisted linguistic analysis of CGTN's trade dispute coverage	CIRCULO DE LINGUISTICA APLICADA A LA COMUNICACION				Article								This research explores the relationship between journalistic attitudes and the state identity of China Global Television Network (CGTN). It undertakes a corpus-assisted study of the linguistic representation of Affect, Judgment, and Appreciation in the trade dispute coverage of CGTN and the US media outlets at two levels: (1) prosody and social actors; (2) the preference for appraisal relations. It shows that CGTN manifests its state identity in attitudinal officialization and harmonization. Highlighting collectiveness in the choice of news agendas, actors, and prosody, CGTN prioritizes the appraiser's role of the group mind when expressing journalistic attitudes and is more inclined to draw on Judgment to stress the moral basis. A survey of journalistic attitudes in CGTN's trade dispute coverage enables us to elaborate on how the Chinese state media constructs its identity in news discourse.												0	0												2024		100					181	191		10.5209/clac.84450	http://dx.doi.org/10.5209/clac.84450												2026-01-16	WOS:001360298500014
J	Deniz, ND				Deniz, Nazik Dinctopal			Prosodic Disambiguation of Morphological Ambiguities in Turkish	JOURNAL OF PSYCHOLINGUISTIC RESEARCH				Article								This study investigates the production and processing of lexical prosody in morphological ambiguities in Turkish. Native speakers of Turkish took part in two read-aloud and two lexical decision experiments. The results showed that in speaking, for both genuine and pseudo words that contrasted in stress, participants changed the fundamental frequency (F0) and intensity to disambiguate; and they changed duration (but not F0 or intensity) to disambiguate words and pseudo-words that did not contrast in stress. In listening, the participants were sensitive to the prosodic (mis)match in stress-contrasting pairs, but not to durational (mis)match presumably because the durational differences between the comparison pairs were shorter than perceivable. The findings show that Turkish speakers use prosody to disambiguate morphologically ambiguous word pairs and that they are sensitive to prosodic cues (at least to those used in stress contrast) when they hear them. Their behavior for pseudo-words suggests that they do so not on the basis of individual word knowledge but productively. The comparison pairs in the current study were segmentally identical, allowing us to attribute the observed prosodic variation only to the morpho-syntactic structure of the ambiguous pairs.												0	2											DEC	2020	49	6					1083	1111		10.1007/s10936-020-09735-2	http://dx.doi.org/10.1007/s10936-020-09735-2		SEP 2020										2026-01-16	WOS:000572860800001
J	Lian, JC; Zhou, XR; Guo, CX; Ye, ZL; Ezzes, Z; Vonk, JMJ; Morin, B; Baquirin, D; Miller, Z; Gorno-Tempini, ML; Anumanchipalli, GK				Lian, Jiachen; Zhou, Xuanru; Guo, Chenxu; Ye, Zongli; Ezzes, Zoe; Vonk, Jet M. J.; Morin, Brittany; Baquirin, David; Miller, Zachary; Gorno-Tempini, Maria Luisa; Anumanchipalli, Gopala Krishna			Automatic Detection of Articulatory-Based Disfluencies in Primary Progressive Aphasia	IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING				Article								Speech corpora are collections of textual data derived from human verbal output and speech signals that can be processed from a variety of perspectives, including formal or semantic content, to serve analyses of different levels of linguistic organisation (phonemic, morphosyntactic, lexico-semantic and content information, prosody and intonation) and to serve analyses of important phenomena such as speech fluency and errors (non-fluencies). We focus on transcribing speech along with non-fluencies or dysfluencies, the detection of which plays an important role in the diagnosis of primary progressive aphasia, where we specifically examine articulation-based dysfluencies in nfvPPA speech. In this work, we propose SSDM 2.0, which is built on top of the current state-of-the-art system of dysfluency detection [1] and tackles its shortcomings via four main contributions: (1) We propose a novel Neural Articulatory Flow for deriving highly scalable, dysfluency-aware speech representations. (2) We develop a full-stack connectionist subsequence aligner to capture all major dysfluency types. (3) We introduce a mispronunciation prompt pipeline and consistency learning into LLMs to enable in-context dysfluency learning. (4) We curate and open-source Libri-Co-Dys (Lian et al., 2024), the largest co-dysfluency corpus to date. (5) We also present SSDM-L, a modular, non-end-to-end, lightweight model designed for clinical deployment. In clinical experiments on pathological speech transcription, we tested SSDM 2.0 using nfvPPA corpus primarily characterized by articulatory dysfluencies. Overall, SSDM 2.0 outperforms SSDM and all other dysfluency transcription models by a large margin.												0	0											JUL	2025	19	5					810	826		10.1109/JSTSP.2025.3579972	http://dx.doi.org/10.1109/JSTSP.2025.3579972												2026-01-16	WOS:001630863500006
J	Meng, YX; Zhang, J				Meng, Yaxuan; Zhang, Juan			The dissociation of grammatical category from multiple levels in the neural representation of words: stress typicality effect among Chinese EFL learners	JOURNAL OF NEUROLINGUISTICS				Article								This study aimed to dissociate grammatical category from multiple levels during the processing of stress typicality, with a focus on understanding how class information is represented among Chinese speakers who learn English as a foreign language (EFL). Disyllabic English words were used as stimuli and three event-related potentials (ERPs) components, including P200, N400, and LPC (late positive component), were analyzed across two tasks that varied in their direct utilization of grammatical cue: lexical decision task in Experiment 1 and grammatical classification task in Experiment 2. Our findings indicate differences between words exhibiting distinct stress and grammatical patterns, suggesting that prosodic and grammatical cues are dissociated early around 200 ms, and continue to influence lexical access into later time windows. Additionally, the direct tapping of grammatical cues appears to impact how classes are processed, as differences between tasks were observed. In summary, our results reveal that grammatical class could be represented at the orthographic level and dissociated from prosody at an early stage. Furthermore, the representation of grammatical class among Chinese EFL learners may be independent of semantics.												0	0											AUG	2025	75								101265	10.1016/j.jneuroling.2025.101265	http://dx.doi.org/10.1016/j.jneuroling.2025.101265												2026-01-16	WOS:001509654700001
J	Xu, KY; Yan, JT; Ma, CL; Chang, XH; Chien, YF				Xu, Kunyu; Yan, Jinting; Ma, Chenlu; Chang, Xuhui; Chien, Yu-Fu			Atypical patterns of tone production in tone-language-speaking children with autism	FRONTIERS IN PSYCHOLOGY				Article								Speakers with autism spectrum disorder (ASD) are found to exhibit atypical pitch patterns in speech production. However, little is known about the production of lexical tones (T1, T2, T3, T4) as well as neutral tones (T1N, T2N, T3N, T4N) by tone-language speakers with ASD. Thus, this study investigated the height and shape of tones produced by Mandarin-speaking children with ASD and their age-matched typically developing (TD) peers. A pronunciation experiment was conducted in which the participants were asked to produce reduplicated nouns. The findings from the acoustic analyses showed that although ASD children generally produced both lexical tones and neutral tones with distinct tonal contours, there were significant differences between the ASD and TD groups for tone height and shape for T1/T1N, T3/T3N, and T4/T4N. However, we did not find any difference in T2/T2N. These data implied that the atypical acoustic pattern in the ASD group could be partially due to the suppression of the F0 range. Moreover, we found that ASD children tended to produce more errors for T2/T2N, T3/T3N than for T1/T1N, T4/T4N. The pattern of tone errors could be explained by the acquisition principle of pitch, similarities among different tones, and tone sandhi. We thus concluded that deficits in pitch processing could be responsible for the atypical tone pattern of ASD children, and speculated that the atypical tonal contours might also be due to imitation deficits. The present findings may eventually help enhance the comprehensive understanding of the representation of atypical pitch patterns in ASD across languages.												1	1											NOV 3	2022	13								1023205	10.3389/fpsyg.2022.1023205	http://dx.doi.org/10.3389/fpsyg.2022.1023205												2026-01-16	WOS:000886002800001
J	Voutilainen, E				Voutilainen, Eero			Written representation of spoken interaction in the official parliamentary transcripts of the Finnish Parliament	FRONTIERS IN COMMUNICATION				Article								In this article, I will analyze the written representation of spoken interaction in the official plenary session transcripts of the Finnish Parliament. The official parliamentary transcripts are not-and cannot be-identical copies of the original speech event. Instead, they are linguistically and textually edited in many ways. I will examine the different types of editorial changes that are made in the official Finnish parliamentary transcripts. These include phonological, morphological, and syntactic alterations, editing out of self-repairs, planning expressions, stuttering and slips-of-tongue, and finding written ways of expression for phenomena such as pauses, prosody, gestures, and non-verbal events. I will also discuss how the editorial changes affect the written representation of plenary session interaction.												4	4											JUL 24	2023	8								1047799	10.3389/fcomm.2023.1047799	http://dx.doi.org/10.3389/fcomm.2023.1047799												2026-01-16	WOS:001042280300001
S	Janata, P			Annals NY Acad Sci	Janata, Petr			Acuity of mental representations of pitch	NEUROSCIENCES AND MUSIC IV: LEARNING AND MEMORY	Annals of the New York Academy of Sciences			Article; Proceedings Paper	Conference on Neurosciences and Music-IV - Learning and Memory	JUN 09-12, 2011	Univ Edinburgh, Edinburgh, SCOTLAND		Univ Edinburgh			Singing in one's mind or forming expectations about upcoming notes both require that mental images of one or more pitches will be generated. As with other musical abilities, the acuity with which such images are formed might be expected to vary across individuals and may depend on musical training. Results from several behavioral tasks involving intonation judgments indicate that multiple memory systems contribute to the formation of accurate mental images for pitch, and that the functionality of each is affected by musical training. Electrophysiological measures indicate that the ability to form accurate mental images is associated with greater engagement of auditory areas and associated error-detection circuitry when listeners imagine ascending scales and make intonation judgments about target notes. A view of auditory mental images is espoused in which unified mental image representations are distributed across multiple brain areas. Each brain area helps shape the acuity of the unified representation based on current behavioral demands and past experience.												12	14												2012	1252						214	221		10.1111/j.1749-6632.2011.06441.x	http://dx.doi.org/10.1111/j.1749-6632.2011.06441.x												2026-01-16	WOS:000305518900029
J	LEFEVRE, JP; HILLER, SM; ROONEY, E; LAVER, J; DIBENEDETTO, MG				LEFEVRE, JP; HILLER, SM; ROONEY, E; LAVER, J; DIBENEDETTO, MG			MACRO AND MICRO FEATURES FOR AUTOMATED PRONUNCIATION IMPROVEMENT IN THE SPELL SYSTEM	SPEECH COMMUNICATION				Article								In this paper, the analysis of macro (prosodic) and micro (segmental) features is described for a workstation designed to improve the pronunciation of English, French and Italian by non-native speakers. The SPELL workstation is intended to be a teaching device aimed at intermediate ability foreign language learners. Audio and visual aids will be used to help students improve their general intelligibility within a basic teaching paradigm called DELTA (Demonstrate, Evaluate Listening, Teach and Assess). Prosodic analysis will apply to the features of intonation, stress and rhythm. A phonological approach is used for intonation which provides a well-structured system of contrasting units that correlate with discrete linguistic functions. A more limited approach to the prosodic phonology of stress and rhythm will be taught in the SPELL system by manipulating the relatively simple acoustic features of vowel quality and segmental duration. The micro feature analysis will focus on the segmental class of vowels. A distinctive feature approach is used to characterize non-native vowel pronunciation. Acoustic properties are sought which will be speaker-independent.												3	3											MAR	1992	11	1					31	44		10.1016/0167-6393(92)90061-B	http://dx.doi.org/10.1016/0167-6393(92)90061-B												2026-01-16	WOS:A1992HN10900003
J	Felici, M; Borgatti, M; Guerrieri, R				Felici, M; Borgatti, M; Guerrieri, R			Very low bit rate speech coding using a diphone-based recognition and synthesis approach	ELECTRONICS LETTERS				Article								High compression rates of speech signals may be achieved by coding schemes based on relevant linguistic segments. A system is described that relies on a diphone recogniser as the coder and on a speech synthesiser reproducing speech starting from a diphone codebook as the decoder. The spoken message is encoded in textual (phoneme labels) plus prosody representation. This speech coding technique may be used for voice mail or phone communication over low bit rate channels.												0	0											APR 30	1998	34	9					859	860		10.1049/el:19980573	http://dx.doi.org/10.1049/el:19980573												2026-01-16	WOS:000073847300025
J	Zhang, YJ; Zhang, C; Song, W; Zhang, ZC; Wu, YZ; He, XD				Zhang, Ya-Jie; Zhang, Chao; Song, Wei; Zhang, Zhengchen; Wu, Youzheng; He, Xiaodong			Prosody Modelling With Pre-Trained Cross-Utterance Representations for Improved Speech Synthesis	IEEE-ACM TRANSACTIONS ON AUDIO SPEECH AND LANGUAGE PROCESSING				Article								When humans speak multiple utterances in a continuous manner, the prosodic features generated in each utterance are related to those in its neighbouring utterances. Such cross-utterance (CU) dependencies are often ignored by the current neural text-to-speech (TTS) systems, which reduces the naturalness and expressiveness of the synthesized speeches. In this article, we propose to improve the prosody modelling ability of neural TTS systems using pre-trained CU acoustic and text representations. Such CU acoustic representations are derived using the Wav2Vec 2.0 model (W2V2) from the synthesized audios of the past utterances, while the CU text representations are extracted using the Bidirectional Encoder Representation from Transformers (BERT) model from the scripts of the future utterances. Experimental results on a Mandarin audiobook and an English audiobook showed the naturalness and expressiveness of the synthesized audios were significantly improved by incorporating such pre-trained W2V2 and BERT CU representations into the Fastspeech2 TTS framework.												6	7												2023	31						2812	2823		10.1109/TASLP.2023.3278184	http://dx.doi.org/10.1109/TASLP.2023.3278184												2026-01-16	WOS:001040051900003
J	Foxton, JM; Riviere, LD; Barone, P				Foxton, Jessica M.; Riviere, Louis-David; Barone, Pascal			Cross-modal facilitation in speech prosody	COGNITION				Article								Speech prosody has traditionally been considered solely in terms of its auditory features, yet correlated visual features exist, such as head and eyebrow movements. This study investigated the extent to which visual prosodic features are able to affect the perception of the auditory features. Participants were presented with videos of a speaker pronouncing two words, with visual features of emphasis on one of these words. For each trial, participants saw one video where the two words were identical in both pitch and amplitude, and another video where there was a difference in either pitch or amplitude that was congruent or incongruent with the visual changes. Participants were asked to decide which video contained the sound difference. Thresholds were obtained for the congruent and incongruent videos, and for an auditory-alone condition. It was found that the congruent thresholds were better than the incongruent thresholds for both pitch and amplitude changes. Interestingly, the congruent thresholds for amplitude were better than for the auditory-alone condition, which implies that the visual features improve sensitivity to loudness changes. These results demonstrate that visual stimuli can affect auditory thresholds for changes in pitch and amplitude, and furthermore support the view that visual prosodic features enhance speech processing. (C) 2009 Elsevier B.V. All rights reserved.												22	23											APR	2010	115	1					71	78		10.1016/j.cognition.2009.11.009	http://dx.doi.org/10.1016/j.cognition.2009.11.009												2026-01-16	WOS:000276126400007
J	Behar, D				Behar, Daniel			Forms of Hesitation: Tadhabdhub and Metrical Hybridity in Syrian taf'ila poetry, 1962-1975	MIDDLE EASTERN LITERATURES				Article; Early Access								This essay claims that shi'r al-taf'ila, modern poetry which adheres to one or more of the traditional prosodic feet, witnessed a second ideological turn in the moment leading up to the 1967 defeat. Around 1967, the mixing of meters asserts itself in attempt to grapple with the epistemic rupture in Arabist ideology as keyed to the taf'ila form. Hybrids emerge in Syria of the mid- to late-1960s, where modernistic nathr was cordoned off from poetic practice at the same time as social and political developments dictated a complex representation of interior struggles, paradoxes, and agonistic uncertainties. The readiness to experiment with metrical hybrids retrospectively highlights the silenced presence of metrical hybridity in Shi'r magazine (1956-1964), the carrier of the Arabic modernist project. The poets of Shi'r programmatically elided metrical thinking out of ideological considerations, and this paper wishes to rehabilitate prosody in the Arabic modernist legacy.												0	0											2024 DEC 19	2024										10.1080/1475262X.2024.2433809	http://dx.doi.org/10.1080/1475262X.2024.2433809		DEC 2024										2026-01-16	WOS:001379732600001
J	Meyer, S; Jungheim, M; Ptok, M				Meyer, S.; Jungheim, M.; Ptok, M.			Child-directed speech	HNO				Article								Infant- or child-directed speech (CDS) defines the code used to communicate with infants or children, which differs from standard adult speech in prosody, expressions, diction and word repetition etc. A selective literature search in PubMed was carried out for the purposes of this systematic review. Due to its specific advantages, child-directed speech facilitates the extraction and representation of relevant, meaningful sections from the continuous speech signal. Different speech communities use different variants of CDS. CDS is not only seen to be used by adults, but also by children communicating with younger children. However, there are speech communities that do not use CDS. Taking into consideration findings previously described in the literature, CDS appears to positively support language acquisition in children, but does not represent a necessary prerequisite. However, there are no findings in the literature to indicate that the linguistically reduced CDS hinders early language acquisition.												4	4											NOV	2011	59	11					1129	1134		10.1007/s00106-011-2333-9	http://dx.doi.org/10.1007/s00106-011-2333-9												2026-01-16	WOS:000296654600010
J	Jarmulowicz, L; Taran, VL				Jarmulowicz, Linda; Taran, Valentina L.			Lexical Morphology: Structure, Process, and Development	TOPICS IN LANGUAGE DISORDERS				Article								Recent work has demonstrated the importance of derivational morphology to later language development and has led to a consensus that derivation is a lexical process. In this review, derivational morphology is discussed in terms of lexical representation models from both linguistic and psycholinguistic perspectives. Input characteristics, including types of frequency (lexical, surface, affix, and relative) and transparency (semantic, phonological, and orthographic), are examined as key factors that affect processing and acquisition. We introduce the possibility that lexical prosody and syllabic characteristics are relevant to lexical representation and affix separability, and we propose that derivational morphemes can emerge to different degrees in a system that is sensitive to both sound and meaning. Finally, morphological development with a focus on children's sensitivity to input characteristics is briefly reviewed, and we conclude with a perspective of how lexical representation can be a framework for derived word study in therapeutic or educational settings.												15	22											JAN-MAR	2013	33	1					57	72		10.1097/TLD.0b013e318280f5c0	http://dx.doi.org/10.1097/TLD.0b013e318280f5c0												2026-01-16	WOS:000314804400006
J	Giorgi, A; Petrocchi, E				Giorgi, Alessandra; Petrocchi, Erika			ON THE SYNTACTIC REPRESENTATION OF CO-SPEECH GESTURES IN EXPRESSIVE LANGUAGE	LINGUE E LINGUAGGIO				Article								Language is assumed to be a multimodal system in which prosody, manual and non-manual gestures, and body positioning interact with syntactic structure in systematic ways. While gestures have often been analyzed from a semantic perspective, recent work has shown that they can be integrated into the syntactic architecture of the clause. We adopt this perspective and propose an analysis of co-speech gestures in expressive contexts, focusing on emotional meanings such as surprise and disapproval. Data from typologically diverse languages are considered. The discussion addresses three main questions: (i) What triggers the use of gesture in expressive utterances? (ii) Are these gestures language-specific or universal? (iii) What is their role within the grammar? We argue that a formal model integrating syntax, prosody, and gestures is required to account for the structural properties of expressive phenomena and to advance a theory of language as a fundamentally multimodal architecture.												1	1											JAN-JUN	2025	24	1					21	39															2026-01-16	WOS:001545637100003
J	Hoffmann, L				Hoffmann, Ludger			Narratives: A Functional-Pragmatic Perspective	LILI-ZEITSCHRIFT FUR LITERATURWISSENSCHAFT UND LINGUISTIK				Article								This paper investigates narratives from a functional pragmatic view. Telling a story is a complex pattern of discourse consisting of speech actions, procedures and linguistic means like temporal organization, personal deixis, representation of direct speech and intonation. The relation between self as teller and self as actor sheds light on the constitution of image by telling a story. The method of analysis is applied to a narrative of everyday life. The purpose of telling is to participate in the experience of others and to constitute a shared communicative world.												5	6											JUN	2018	48	2					203	224		10.1007/s41244-018-0090-x	http://dx.doi.org/10.1007/s41244-018-0090-x												2026-01-16	WOS:000440170100002
J	Mori, J				Mori, J.			The workings of the Japanese token hee in informing sequences - An analysis of sequential context, turn shape, and prosody	JOURNAL OF PRAGMATICS				Article								Employing the methodological framework of conversation analysis (cf. Sacks, Schegloff, and Jefferson, 1974), this study provides a detailed analysis of the ways in which the token hee is used in Japanese conversations. Hee has often been identified as a "news-receipt token," and indeed it frequently occurs in response to deliveries of news or other types of informing in the current data. However, close examination of the sequential context, turn shape, and prosody involved in each occurrence of hee demonstrates the varying contributions this token can make in the development of informing sequences. On some occasions, the token displays its producer's "assessment" (cf. Goodwin, 1986; Goodwin and Goodwin, 1987, 1992) of the news received, whereas on other occasions it serves as a "continuer" (cf. Schegloff, 1982), occurring in the midst of a projected, extended informing, and yet on other occasions it is treated as a "repair initiator" (cf. Schegloff, Jefferson, and Sacks, 1997). The results of the current microanalysis reveal potential pitfalls in classifying variants of a particular token into one category by virtue of its prescriptive orthographic representation and perceived core function. The concluding discussion considers implications for methodological issues involved in cross-linguistic, cross-cultural comparisons of interactional styles. (c) 2005 Elsevier B.V. All rights reserved.												35	53											AUG	2006	38	8					1175	1205		10.1016/j.pragma.2005.05.004	http://dx.doi.org/10.1016/j.pragma.2005.05.004												2026-01-16	WOS:000239377200003
J	Baart, M; Vroomen, J				Baart, Martijn; Vroomen, Jean			Recalibration of vocal affect by a dynamic face	EXPERIMENTAL BRAIN RESEARCH				Article								Perception of vocal affect is influenced by the concurrent sight of an emotional face. We demonstrate that the sight of an emotional face also can induce recalibration of vocal affect. Participants were exposed to videos of a 'happy' or 'fearful' face in combination with a slightly incongruous sentence with ambiguous prosody. After this exposure, ambiguous test sentences were rated as more 'happy' when the exposure phase contained 'happy' instead of 'fearful' faces. This auditory shift likely reflects recalibration that is induced by error minimization of the inter-sensory discrepancy. In line with this view, when the prosody of the exposure sentence was non-ambiguous and congruent with the face (without audiovisual discrepancy), aftereffects went in the opposite direction, likely reflecting adaptation. Our results demonstrate, for the first time, that perception of vocal affect is flexible and can be recalibrated by slightly discrepant visual information.												14	14											JUL	2018	236	7					1911	1918		10.1007/s00221-018-5270-y	http://dx.doi.org/10.1007/s00221-018-5270-y												2026-01-16	WOS:000435783300007
J	Lee, EK; Fraundorf, S				Lee, Eun-Kyung; Fraundorf, Scott			Effects of contrastive accents in memory for L2 discourse	BILINGUALISM-LANGUAGE AND COGNITION				Article								Contrastive pitch accents benefit native English speakers' memory for discourse by enhancing a representation of a specific relevant contrast item (Fraundorf et al., 2010). This study examines whether and how second language (L2) listeners differ in how contrastive accents affect their encoding and representation of a discourse, as compared to native speakers. Using the same materials as Fraundorf et al. (2010), we found that low and mid proficiency L2 learners showed no memory benefit from contrastive accents. High proficiency L2 learners revealed some sensitivity to contrastive accents, but failed to fully integrate information conveyed by contrastive accents into their discourse representation. The results suggest that L2 listeners' non-native performance in processing contrastive accents, observed in this and other prior studies, may be attributed at least in part to a difference in the depth of processing of the information conveyed by contrastive accents.												10	11											NOV	2017	20	5					1063	1079		10.1017/S1366728916000638	http://dx.doi.org/10.1017/S1366728916000638												2026-01-16	WOS:000418476900014
J	Thoret, E; Andrillon, T; Gauriau, C; Léger, D; Pressnitzer, D				Thoret, Etienne; Andrillon, Thomas; Gauriau, Caroline; Leger, Damien; Pressnitzer, Daniel			Sleep deprivation detected by voice analysis	PLOS COMPUTATIONAL BIOLOGY				Article								Sleep deprivation has an ever-increasing impact on individuals and societies. Yet, to date, there is no quick and objective test for sleep deprivation. Here, we used automated acoustic analyses of the voice to detect sleep deprivation. Building on current machine-learning approaches, we focused on interpretability by introducing two novel ideas: the use of a fully generic auditory representation as input feature space, combined with an interpretation technique based on reverse correlation. The auditory representation consisted of a spectro-temporal modulation analysis derived from neurophysiology. The interpretation method aimed to reveal the regions of the auditory representation that supported the classifiers' decisions. Results showed that generic auditory features could be used to detect sleep deprivation successfully, with an accuracy comparable to state-of-the-art speech features. Furthermore, the interpretation revealed two distinct effects of sleep deprivation on the voice: changes in slow temporal modulations related to prosody and changes in spectral features related to voice quality. Importantly, the relative balance of the two effects varied widely across individuals, even though the amount of sleep deprivation was controlled, thus confirming the need to characterize sleep deprivation at the individual level. Moreover, while the prosody factor correlated with subjective sleepiness reports, the voice quality factor did not, consistent with the presence of both explicit and implicit consequences of sleep deprivation. Overall, the findings show that individual effects of sleep deprivation may be observed in vocal biomarkers. Future investigations correlating such markers with objective physiological measures of sleep deprivation could enable "sleep stethoscopes" for the cost-effective diagnosis of the individual effects of sleep deprivation. Sleep deprivation has an ever-increasing impact on individuals and societies, from accidents to chronic conditions costing billions to health systems. Yet, to date, there is no quick and objective test for sleep deprivation. We show that sleep deprivation can be detected at the individual level with voice recordings. Importantly, we focused on interpretability, which allowed us to identify two independent effects of sleep deprivation on the voice: changes in prosody and changes in voice quality or timbre. The results also revealed a striking variability in individual reactions to the same deprivation, further confirming the need to consider the effects of sleep deprivation at the individual level. Vocal markers could be correlated to specific underlying physiological factors in future studies, outlining possible cost-effective and non-invasive "sleep stethoscopes".												3	5											FEB	2024	20	2							e1011849	10.1371/journal.pcbi.1011849	http://dx.doi.org/10.1371/journal.pcbi.1011849												2026-01-16	WOS:001157660200004
