PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Rohrer, PL; Bujok, R; van Maastricht, L; Bosker, HR				Rohrer, Patrick Louis; Bujok, Ronny; van Maastricht, Lieke; Bosker, Hans Rutger			From "I dance" to "she danced" with a flick of the hands: Audiovisual stress perception in Spanish	PSYCHONOMIC BULLETIN & REVIEW				Article								When talking, speakers naturally produce hand movements (co-speech gestures) that contribute to communication. Evidence in Dutch suggests that the timing of simple up-and-down, non-referential "beat" gestures influences spoken word recognition: the same auditory stimulus was perceived as CONtent (noun, capitalized letters indicate stressed syllables) when a beat gesture occurred on the first syllable, but as conTENT (adjective) when the gesture occurred on the second syllable. However, these findings were based on a small number of minimal pairs in Dutch, limiting the generalizability of the findings. We therefore tested this effect in Spanish, where lexical stress is highly relevant in the verb conjugation system, distinguishing bailo, "I dance" with word-initial stress from bail & oacute;, "she danced" with word-final stress. Testing a larger sample (N = 100), we also assessed whether individual differences in working memory capacity modulated how much individuals relied on the gestures in spoken word recognition. The results showed that, similar to Dutch, Spanish participants were biased to perceive lexical stress on the syllable that visually co-occurred with a beat gesture, with the effect being strongest when the acoustic stress cues were most ambiguous. No evidence was found for by-participant effect sizes to be influenced by individual differences in phonological or visuospatial working memory. These findings reveal gestural-speech coordination impacts lexical stress perception in a language where listeners are regularly confronted with such lexical stress contrasts, highlighting the impact of gestures' timing on prominence perception and spoken word recognition.												2	2											OCT	2025	32	5					2136	2145		10.3758/s13423-025-02683-9	http://dx.doi.org/10.3758/s13423-025-02683-9		APR 2025										2026-01-16	WOS:001461194700001
J	Huang, YT; Newman, RS; Catalano, A; Goupell, MJ				Huang, Yi Ting; Newman, Rochelle S.; Catalano, Allison; Goupell, Matthew J.			Using prosody to infer discourse prominence in cochlear-implant users and normal-hearing listeners	COGNITION				Article								Cochlear implants (CIs) provide speech perception to adults with severe-to-profound hearing loss, but the acoustic signal remains severely degraded. Limited access to pitch cues is thought to decrease sensitivity to prosody in CI users, but co-occurring changes in intensity and duration may provide redundant cues. The current study investigates how listeners use these cues to infer discourse prominence. CI users and normal-hearing (NH) listeners were presented with sentences varying in prosody (accented vs. unaccented words) while their eye-movements were measured to referents varying in discourse status (given vs. new categories). In Experiment 1, all listeners inferred prominence when prosody on nouns distinguished categories ("SANDWICH" -> not sandals). In Experiment 2, CI users and NH listeners presented with natural speech inferred prominence when prosody on adjectives implied contrast across both categories and properties ("PINK horse" -> not the orange horse). In contrast, NH listeners presented with simulated CI (vocoded) speech were sensitive to acoustic differences in prosody, but did not use these cues to infer discourse status. Together, this suggests that exploiting redundant cues for comprehension varies with the demands of language processing and prior experience with the degraded signal. (C) 2017 Elsevier B.V. All rights reserved.												16	19											SEP	2017	166						184	200		10.1016/j.cognition.2017.05.029	http://dx.doi.org/10.1016/j.cognition.2017.05.029												2026-01-16	WOS:000405160500018
J	Singh, L; Morgan, JL; White, KS				Singh, L; Morgan, JL; White, KS			Preference and processing: The role of speech affect in early spoken word recognition	JOURNAL OF MEMORY AND LANGUAGE				Article								Infants prefer to listen to happy speech. To assess influences of speech affect on early lexical processing, 7.5- and 10.5-month-old infants were familiarized with one word spoken with happy affect and another with neutral affect and then tested on recognition of these words in fluent passages. Infants heard all passages either with happy affect or with neutral affect. Contrary to initial expectations that positive affect would facilitate word recognition, younger infants recognized familiarized words only when affect matched across familiarization and testing. Older infants displayed a more mature pattern of word recognition, recognizing words across variations in affect regardless of the direction of change when the task was somewhat simplified. However, younger infants continued to be limited by affective matching in the simplified task. Early processing advantages thus do not necessarily follow listening preferences. Rather, infants' early lexical representations appear to be dominated by covarying properties of experienced exemplars, whether or not these are ultimately relevant for lexical distinctions. (C) 2004 Elsevier Inc. All rights reserved.												140	169											AUG	2004	51	2					173	189		10.1016/j.jml.2004.04.004	http://dx.doi.org/10.1016/j.jml.2004.04.004												2026-01-16	WOS:000222923800002
J	Michelas, A; Dufour, S				Michelas, Amandine; Dufour, Sophie			Are Prosodic Variants Stored in the French Mental Lexicon?	EXPERIMENTAL PSYCHOLOGY				Article								A long-term priming experiment examined the way stress information is processed and represented in French speakers' mind. Repeated prime and target words either matched (/ba'do/ - /ba'do/ "headband") or mismatched their stress pattern (/bado/ - /ba'do/). In comparison to a control condition (/makc/ - /ba'do/), the results showed that matching and mismatching primes were equally effective in facilitating the processing of the target words. Thus, despite the fact that French speakers routinely produce and hear words in their stressed and unstressed versions, this study suggests that stress in French is not integrated into lexical representations.												5	6											NOV	2019	66	6					393	401		10.1027/1618-3169/a000462	http://dx.doi.org/10.1027/1618-3169/a000462												2026-01-16	WOS:000514569700002
J	Wingfield, A; Lindfield, KC; Goodglass, H				Wingfield, A; Lindfield, KC; Goodglass, H			Effects of age and hearing sensitivity on the use of prosodic information in spoken word recognition	JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH				Article								It is well known that spoken words can often be recognized From lust their onsets and that older adults require a greater word onset duration For recognition than young adults. In this study, young and older adults heard either just word onsets, word onsets followed by white noise indicating the full duration of the target word, or word onsets Followed by a low-pass-Filtered signal that indicated the number of syllables and syllabic stress (word prosody) in the absence of segmental information. Older adults required longer stimulus durations for word recognition under all conditions, with age differences in hearing sensitivity contributing significantly to this age difference. Within this difference, however, word recognition was facilitated by knowledge of word prosody to the same degree for young and older adults. These findings suggest, first, that listeners can detect and utilize word stress in making perceptual judgments and, second, that this ability remains spared in normal aging.												64	79											AUG	2000	43	4					915	925		10.1044/jslhr.4304.915	http://dx.doi.org/10.1044/jslhr.4304.915												2026-01-16	WOS:000088585300008
J	Lee, CY				Lee, Chao-Yang			Does horse activate mother? Processing lexical tone in form priming	LANGUAGE AND SPEECH				Article								Lexical tone languages make up the majority of all known languages of the world, but the role of tone in lexical processing remains unclear. In the present study, four form priming experiments examined the role of Mandarin tones in constraining lexical activation and the time course of the activation. When a prime and a target were related directly in form (e.g., lou3 'hug'-lou2 'hall'), competitors that differed from the prime in tone failed to be activated, indicating the use of tonal information to distinguish between segmentally identical words. When a prime and a target were not form-related but were related through a third word that was not actually presented (e.g., lou3 'hug'-jian4zhu0 'building', where lou3 is form-related to lou2 'hall', which was semantically related to jian4zhu0), a mismatch in tone prevented activation of minimal tone pairs at 250 ms interstimulus interval (ISI) but did not prevent activation at 50 ms ISI. These results indicate that tonal information is used on-line to reduce the number of activated candidates, but does not prevent the minimal tone pairs from being activated in the early phase of lexical activation.												57	70												2007	50		1				101	123		10.1177/00238309070500010501	http://dx.doi.org/10.1177/00238309070500010501												2026-01-16	WOS:000246228200005
J	Mattys, SL				Mattys, SL			The perception of primary and secondary stress in English	PERCEPTION & PSYCHOPHYSICS				Article								Most models of word recognition concerned with prosody are based on a distinction between strong syllables (containing a full vowel) and weak syllables (containing a schwa). In these models,the posslibility that listeners take advantage of finer grained prosodic distinctions, such as primary versus secondary stress, is usually rejected on the grounds that these two categories are not discriminable from each other without lexical information or normalization of the speaker's voice. In the present experiment, subjects were presented with word fragments that differed only by their degree of stress-namely, primary or secondary stress (e.g., /'prasi/ vs. /"prasi/). The task was to guess the origin of the fragment (e.g., "prosecutor" vs. "prosecution"). The results showed that guessing performance: significantly exceeds the chance level, which indicates that making fine stress distinctions is possible without lexical information and with minimal speech normalization This finding is discussed in the framework of prosody-based word recognition theories.												52	59											FEB	2000	62	2					253	265		10.3758/BF03205547	http://dx.doi.org/10.3758/BF03205547												2026-01-16	WOS:000085653500002
J	Sekerina, IA; Trueswell, JC				Sekerina, Irina A.; Trueswell, John C.			Processing of contrastiveness by heritage Russian bilinguals	BILINGUALISM-LANGUAGE AND COGNITION				Article								Two eye-tracking experiments in the Visual World paradigm compared how monolingual Russian (Experiment 1) and heritage Russian-English bilingual (Experiment 2) listeners process contrastiveness online in Russian. Materials were color adjective-noun phrases embedded into the split-constituent construction Krasnuju polozite zvezdocku ... " Red put star ... " whose inherent contrastiveness results from integration of multiple sources of information, i.e., word order, prosody and visual context. The results showed that while monolinguals rapidly used word order and visual context (but not contrastive prosody) to compute the contrast set even before the noun appeared in speech, heritage Russian bilinguals were very slow and took notice of multiple sources of information only when the lexical identity of the noun made the task superfluous. These results are similar to slowed processing reported in the literature for L2 learners. It is hypothesized that this slowdown in HL processing is due to cascading effects of covert competition between the two languages that starts at the level of spoken word recognition and culminates at the interfaces and, with time, it may become a major contributing force to heritage language attrition.												23	25											JUL	2011	14	3					280	300		10.1017/S1366728910000337	http://dx.doi.org/10.1017/S1366728910000337												2026-01-16	WOS:000291983500002
J	Koso, A; Hagiwara, H				Koso, Ayumi; Hagiwara, Hiroko			Event-related potential evidence of processing lexical pitch-accent in auditory Japanese sentences	NEUROREPORT				Article								Neural mechanisms that underlie the processing of lexical pitch-accent in auditory Japanese were investigated by using event-related potentials. Native speakers of Japanese listened to two types of short sentences, both consisting of a noun and a verb. The sentences ended with a verb with either congruous or incongruous pitch-accent pattern, where pitch-accent violations occur at the verb in the incongruent condition. The event-related potentials of the incongruent condition showed an increased widespread negativity that started 400 ms after the onset of the deviant lexical item and lasted for about 400 ms. These results suggest that the negativity evoked by violations in lexical-pitch accent indicates electrophysiological evidence for the online processing of lexical-pitch accent in auditory Japanese. NeuroReport 20:1270-1274 (C) 2009 Wolters Kluwer Health vertical bar Lippincott Williams & Wilkins.												6	6											SEP 23	2009	20	14					1270	1274		10.1097/WNR.0b013e32833017af	http://dx.doi.org/10.1097/WNR.0b013e32833017af												2026-01-16	WOS:000269808000009
J	Boutsen, FR; Dvorak, JD; Deweber, DD				Boutsen, Frank R.; Dvorak, Justin D.; Deweber, Derick D.			Prosody and Spoken Word Recognition in Early and Late Spanish-English Bilingual Individuals	JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH				Article								Purpose: This study was conducted to compare the influence of word properties on gated single-word recognition in monolingual and bilingual individuals under conditions of native and nonnative accent and to determine whether wordform prosody facilitates recognition in bilingual individuals. Method: Word recognition was assessed in monolingual and bilingual participants when English words were presented with English and Spanish accents in 3 gating conditions: onset only, onset plus prosody/word length only, and onset plus prosody. Word properties were quantified to assess their influence on word recognition in the onset-only condition. Results: Word recognition speed was proportional to language experience. In the onset-only condition, only word frequency facilitated word recognition across groups. Addition of duration information or prosodic word form did not facilitate word recognition in bilingual individuals the way it did in monolingual individuals. For the bilingual groups, Spanish accent significantly facilitated recognition in the presence of prosodic information. Word attributes were far more consequential in the English accent than in the Spanish accent condition. Conclusions: Word rhyme information, word properties, and accent affect gated word recognition differently in monolingual and bilingual individuals. Top-down strategies emanating from word properties that may facilitate single-word recognition are experience and context dependent and become less available in the presence of a nonnative accent.												1	2											MAR	2017	60	3					712	724		10.1044/2016_JSLHR-H-15-0274	http://dx.doi.org/10.1044/2016_JSLHR-H-15-0274												2026-01-16	WOS:000399330100018
J	Cutler, A; Otake, T				Cutler, A; Otake, T			Pitch accent in spoken-word recognition in Japanese	JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA				Article; Proceedings Paper	134th Meeting of the Acoustical-Society-of-America	DEC 01-05, 1997	SAN DIEGO, CALIFORNIA					Three experiments addressed the question of whether pitch-accent information may be exploited in the process of recognizing spoken words in Tokyo Japanese. In a two-choice classification task, listeners judged from which of two words, differing in accentual structure, isolated syllables had been extracted (e.g., ka from baka HL or gaka LH); most judgments were correct, and listeners' decisions were correlated with the fundamental frequency characteristics of the syllables. In a gating experiment, listeners heard initial fragments of words and guessed what the words were; their guesses overwhelmingly had the same initial accent structure as the gated word even when only the beginning CV of the stimulus (e.g., na- from nagasa HLL or nagashi LHH) was presented. In addition, listeners were more confident in guesses with the same initial accent structure as the stimulus than in guesses with different accent. In a lexical decision experiment, responses to spoken words (e.g., ame HL) were speeded by previous presentation of the same word (e.g., ame HL) but not by previous presentation of a word differing only in accent (e.g., ame LH). Together these findings provide strong evidence that accentual information constrains the activation and selection of candidates for spoken-word recognition. (C) 1999 Acoustical Society of America. [S0001-4966(99)03003-9].												90	108											MAR	1999	105	3					1877	1888		10.1121/1.426724	http://dx.doi.org/10.1121/1.426724												2026-01-16	WOS:000079078500045
J	Felder, V; Jönsson-Steiner, E; Eulitz, C; Lahiri, A				Felder, Verena; Joensson-Steiner, Elisabet; Eulitz, Carsten; Lahiri, Aditi			Asymmetric processing of lexical tonal contrast in Swedish	ATTENTION PERCEPTION & PSYCHOPHYSICS				Article								Languages such as Swedish use suprasegmental information such as tone, over and above segments, to mark lexical contrast. Theories differ with respect to the abstractness and specification of tone in the mental lexicon. In a forced choice task, we tested Swedish listeners' responses to words with segmentally identical first syllables differing in tonal contours (characterized as Accents 1 and 2). We assumed Accent I to be lexically specified for a subset of words and hypothesized that this specification would speed up word accent identification. As was predicted, listeners were fastest in choosing the tonally correct word when the accent was lexically specified. We conclude that the processing of surface tonal contours is governed by their underlying lexical structure with tonal specification.												9	9											NOV	2009	71	8					1890	1899		10.3758/APP.71.8.1890	http://dx.doi.org/10.3758/APP.71.8.1890												2026-01-16	WOS:000272722800017
J	Shiamizadeh, Z; Caspers, J; Schiller, NO				Shiamizadeh, Zohreh; Caspers, Johanneke; Schiller, Niels O.			When is a wh-in-situ question identified in standard Persian?	LANGUAGE COGNITION AND NEUROSCIENCE				Article								Previous literature demonstrated the influential role of prediction in processing speech [Brazil, 1981. The place of intonation in a discourse model. In C.Malcolm & M.Montgomery (Eds.), Studies in discourse analysis (pp.146-157). London: Routledge & Kegan Paul; Grosjean, 1983. How long is the sentence? Prediction and prosody in the on-line processing of language. Linguistics, 21, 501-529, 1996a. Using prosody to predict the end of sentences in English and French: Normal and brain damaged subjects. Language and Cognitive Processes, 11, 107-134; Snedeker & Trueswell, 2003. Using prosody to avoid ambiguity: Effects of speaker awareness and referential context. Journal of Memory and Language, 48, 103-130], and of prosody in predicting the eventual syntactic structure of ambiguous sentences [e.g. Snedeker & Trueswell, 2003. Using prosody to avoid ambiguity: Effects of speaker awareness and referential context. Journal of Memory and Language, 48, 103-130]. Wh-in-situ questions contain temporary syntactic ambiguity. One of the languages characterised by wh-in-situ questions is Persian. The current research adopted the gating paradigm [Grosjean, 1980. Spoken word recognition processes and the gating paradigm. Perception and Psychophysics, 28, 267-283] to investigate when distinctive prosodic cues of the pre-wh part enable correct identification of wh-in-situ questions in Persian. A perception experiment was designed in which gated stimuli were played to Persian native speakers in a forced-choice sentence identification task. In line with our expectation, correct identification responses were given from the beginning of the sentence. The result is discussed in the context of proposals regarding the need to integrate prosody and prediction into models of language and speech processing [Beach, 1991. The interpretation of prosodic patterns at points of syntactic structure ambiguity: Evidence for cue trading relations. Journal of Memory and Language, 30, 644-663; Grosjean, 1983. How long is the sentence? Prediction and prosody in the on-line processing of language. Linguistics, 21, 501-529, 1996a. Using prosody to predict the end of sentences in English and French: Normal and brain damaged subjects. Language and Cognitive Processes, 11, 107-134].												2	2												2018	33	9					1168	1183		10.1080/23273798.2018.1463444	http://dx.doi.org/10.1080/23273798.2018.1463444												2026-01-16	WOS:000443903200006
J	Cooper, N; Cutler, A; Wales, R				Cooper, N; Cutler, A; Wales, R			Constraints of lexical stress on lexical access in English: Evidence from native and non-native listeners	LANGUAGE AND SPEECH				Article								Four cross-modal priming experiments and two forced-choice identification experiments investigated the use of suprasegmental cues to stress in the recognition of spoken English words, by native (English-speaking) and non-native (Dutch) listeners. Previous results had indicated that suprasegmental information was exploited in lexical access by Dutch but not by English listeners. For both listener groups, recognition of visually presented target words was faster, in comparison to a control condition, after stress-matching spoken primes, either monosyllabic (mus-from MUsic/muSEum) or bisyllabic (admi-from ADmiral / admiRAtion). For native, listeners, the effect of stress-mismatching bisyllabic primes was not different from that of control primes, but mismatching monosyllabic primes produced partial facilitation. For non-native listeners, both bisyllabic and monosyllabic stress-mismatching primes produced partial facilitation. Native English listeners thus can exploit suprasegmental information in spoken-word recognition, but information from two syllables is used more effectively than information from one syllable. Dutch listeners are less proficient at using suprasegmental information in English than in their native language, but, as in their native language, use mono- and bisyllabic information to an equal extent. In forced-choice identification, Dutch listeners outperformed native listeners at correctly assigning a monosyllabic fragment (e.g., mus-) to one of two words differing in stress.												190	234											SEP	2002	45		3				207	228		10.1177/00238309020450030101	http://dx.doi.org/10.1177/00238309020450030101												2026-01-16	WOS:000182047200001
J	Bardovi-Harlig, K; Su, YW				Bardovi-Harlig, Kathleen; Su, Yunwen			Implementing discourse-gating tasks to study the timing of speech act recognition	RESEARCH METHODS IN APPLIED LINGUISTICS				Article								This paper presents the development of two novel discourse-gating tasks to investigate the processing of pragmatic information, namely, the timing of the recognition of genuine (sincere) and ostensible (transparently insincere) refusals in Chinese and provides preliminary validity evidence for the tasks. Gating tasks were introduced to investigate spoken word recognition and have been successfully extended to spoken language processing, most notably sentences. Following Grosjean's (1996) observation that gating tasks could be used to investigate a variety of linguistic features, we extended the gating tasks to spoken discourse using turns as gates. The open-prediction gating task allows participants to make a single prediction about the outcome of each of 12 recorded conversations as soon as they can. The fixed-prediction gating task asks participants to make predictions at regular intervals while listening to a second set of 12 conversations. One hundred and seven participants (60 L1 speakers and 47 third- and fourth-year learners of Chinese) were recruited to test the tasks. The tasks reveal a lag in speech-act identification not found when retrospective speech-act identification tasks are used. The fixedprediction task additionally reveals alternatives that are considered during processing. The paper discusses the benefits of the discourse gating tasks and the merits of each, the quantitative and qualitative evidence for the tasks, and future directions for discourse gating tasks.												2	2											DEC	2024	3	3							100122	10.1016/j.rmal.2024.100122	http://dx.doi.org/10.1016/j.rmal.2024.100122												2026-01-16	WOS:001574887800010
J	Koso, A; Ojima, S; Hagiwara, H				Koso, Ayumi; Ojima, Shiro; Hagiwara, Hiroko			An event-related potential investigation of lexical pitch-accent processing in auditory Japanese	BRAIN RESEARCH				Article								Lexical prosody plays an important role in speech comprehension. However, the electrophysiological nature and time course of processing lexical prosody in mora-timed languages are rarely known in contrast to the wealth of knowledge in stress-timed languages and syllable-timed languages like German and French. In the present study, lexical pitch-accent processing in Japanese is investigated using event-related potentials. Participants listened to sentences with verbs either correct or incorrect with respect to pitch-accent (phonological condition), word meaning (semantic condition) or sentence type (syntactic condition). When the brain potentials of correct and incorrect sentences were compared within conditions, the phonological and semantic conditions showed a negativity and positivity (P600), while the syntactic condition displayed a P600. Furthermore, the negativity in response to pitch-accent violations (pitch-accent negativity) appeared approximately 60 ms earlier than the response to semantic violations (N400), while no significant topographical distributions were found between the two components. These results suggest that the pitch-accent negativity reflects initial phonological processing followed by lexical access and word recognition. Moreover, the P600 displayed in all conditions was interpreted as a general integration process that is common across the three domains. (C) 2011 Elsevier B.V. All rights reserved.												11	12											APR 18	2011	1385						217	228		10.1016/j.brainres.2011.02.008	http://dx.doi.org/10.1016/j.brainres.2011.02.008												2026-01-16	WOS:000289810800023
J	Holliman, AJ; Wood, C; Sheehy, K				Holliman, Andrew J.; Wood, Clare; Sheehy, Kieron			Does Speech Rhythm Sensitivity Predict Children's Reading Ability 1 Year Later?	JOURNAL OF EDUCATIONAL PSYCHOLOGY				Article								There is a growing literature demonstrating that speech rhythm sensitivity is related to children's reading development, independent of phonological awareness. However, the precise nature of this relationship is less well understood, and further research is warranted to investigate whether speech rhythm sensitivity predicts the different components of reading over time. In this 1-year longitudinal study, 69 five- to 8-year-old English-speaking children completed a speech rhythm assessment at Time I along with other cognitive assessments and then completed a variety of reading assessments at Time 2 (1 year later). A series of hierarchical regression analyses revealed that after controlling for individual differences in age, vocabulary, and phonological awareness, speech rhythm sensitivity was able to predict unique variance in word reading and the phrasing component of the reading fluency measure I year later. The findings emphasize the contribution of speech rhythm sensitivity in children's reading development, and the authors argue that speech rhythm sensitivity should now be included in current models of children's reading development.												87	115											MAY	2010	102	2					356	366		10.1037/a0018049	http://dx.doi.org/10.1037/a0018049												2026-01-16	WOS:000277977100007
J	Arnold, JE; Kam, CLH				Arnold, Jennifer E.; Kam, Carla L. Hudson			If you say thee uh you are describing something hard:: The on-line attribution of disfluency during reference comprehension	JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION				Article								Eye-tracking and gating experiments examined reference comprehension With fluent (Click on the red...) and disfluent (Click on [pause] thee uh red...) instructions while listeners viewed displays with 2 familiar (e.g., ice cream cones) and 2 unfamiliar objects (e.g., squiggly shapes). Disfluent instructions made unfamiliar objects more expected, which influenced listeners' on-line hypotheses from the onset of the color word. The unfamiliarity bias was sharply reduced by instructions that the speaker had object agnosia, and thus difficulty naming familiar objects (Experiment 2), but was not affected by intermittent sources of speaker distraction (beeps and construction noises; Experiments 3). The authors conclude that listeners can make situation-specific inferences about likely sources of disfluency, but there are some limitations to these attributions.												150	182											SEP	2007	33	5					914	930		10.1037/0278-7393.33.5.914	http://dx.doi.org/10.1037/0278-7393.33.5.914												2026-01-16	WOS:000248928300008
J	Pichora-Fuller, MK; Souza, PE				Pichora-Fuller, MK; Souza, PE			Effects of aging on auditory processing of speech	INTERNATIONAL JOURNAL OF AUDIOLOGY				Article; Proceedings Paper	Workshop on Candidature for and Delivery of Audiological Services - Special Needs of Older People	NOV, 2001	ERIKSHOLM, DENMARK					The focus of this paper is on the effects of age on speech perception, with reference to pertinent psychoacoustic findings. The difficulties of older listeners are related to the well-known effects of high-frequency hearing loss on speech perception in quiet, and to temporal processing declines not predictable from the audiogram that account for reduced ability to listen in complex, noisy conditions. We also discuss issues of research interpretation; e.g. the need for researchers and clinicians to be alert to the frequent confound between degree of hearing loss and age. The implications of age-related changes in auditory speech processing for future practice and research are discussed relative to interactions between older individuals and their acoustic environments.												284	337											JUL	2003	42			2			S11	S16															2026-01-16	WOS:000184591700003
J	Shin, J				Shin, Jeonghwa			Exploring lexical stress processing in L2 English: A comparative eye-tracking study of native English listeners and Japanese listeners	LINGUISTIC RESEARCH				Article								Shin, Jeonghwa. 2023. Exploring lexical stress processing in L2 English: A comparative eye-tracking study of native English listeners and Japanese listeners. Linguistic Research 40(3): 587-606. This study aims to explore how individuals with a native language characterized by a lexical pitch accent approach lexical stress in a stress-timed L2 during spoken word recognition. To this end, native English listeners and Japanese listeners of English participated in two phases of experiment: a three-day training and a subsequent eye-tracking experiment. The eye-tracking results revealed distinct processing patterns. Native English listeners predominantly recognized trochaic words by relying on the initial stressed syllable. In contrast, for iambic words, they utilized both the initial unstressed and the second stressed syllables for recognition. Japanese listeners of English demonstrated a different pattern of processing. They initiated lexical access within the first syllable of trochaic stress patterns and slightly later, still relying on first-syllable information, for iambic words. This finding implies that a single initial syllable is enough for Japanese listeners of English to utilize word stress information during L2 English spoken word recognition unlike native English listeners. The equal efficiency in employing two lexical stress patterns in L2 English suggests that lexical processing strategies transferred from the L2 listeners' native language could facilitate word recognition in the target language. While this study underscores the advantages of L1 prosodic structures in L2 English word recognition, it does not imply that Japanese listeners of English process English word stress in the same manner as native English listeners do during overall English word recognition. (Korea Military Academy)												0	0											DEC	2023	40	3					587	606		10.17250/khisli.40.3.202312.009	http://dx.doi.org/10.17250/khisli.40.3.202312.009												2026-01-16	WOS:001140726500006
J	Bosker, HR				Bosker, Hans Rutger			Evidence For Selective Adaptation and Recalibration in the Perception of Lexical Stress	LANGUAGE AND SPEECH				Article								Individuals vary in how they produce speech. This variability affects both the segments (vowels and consonants) and the suprasegmental properties of their speech (prosody). Previous literature has demonstrated that listeners can adapt to variability in how different talkers pronounce the segments of speech. This study shows that listeners can also adapt to variability in how talkers produce lexical stress. Experiment 1 demonstrates a selective adaptation effect in lexical stress perception: repeatedly hearing Dutch trochaic words biased perception of a subsequent lexical stress continuum towards more iamb responses. Experiment 2 demonstrates a recalibration effect in lexical stress perception: when ambiguous suprasegmental cues to lexical stress were disambiguated by lexical orthographic context as signaling a trochaic word in an exposure phase, Dutch participants categorized a subsequent test continuum as more trochee-like. Moreover, the selective adaptation and recalibration effects generalized to novel words, not encountered during exposure. Together, the experiments demonstrate that listeners also flexibly adapt to variability in the suprasegmental properties of speech, thus expanding our understanding of the utility of listener adaptation in speech perception. Moreover, the combined outcomes speak for an architecture of spoken word recognition involving abstract prosodic representations at a prelexical level of analysis.												10	11											JUN	2022	65	2					472	490	00238309211030307	10.1177/00238309211030307	http://dx.doi.org/10.1177/00238309211030307		JUL 2021										2026-01-16	WOS:000672088000001
J	Field, J				Field, John			Intelligibility and the listener: The role of lexical stress	TESOL QUARTERLY				Article								For some 30 years, intelligibility has been recognized as an appropriate goal for pronunciation instruction, yet remarkably little is known about the factors that make a language learner's speech intelligible. Studies have traced correlations between features of normative speech and native speakers' intelligibility judgements. They have tended to regard prosody as a global phenomenon and to view intelligibility as primarily a quality of the speaker. The present article focuses on a single prosodic element, lexical stress, and shifts the focus of study to the listener. It draws on findings in psycholinguistics that have rarely been applied to second language (L2) contexts. Groups of listeners were asked to transcribe recorded material in which the variables of lexical stress and vowel quality were manipulated. Recognizing the extent to which English is employed in international contexts, the study contrasted the effect of the variables on native listeners (NLs) with their effect on normative listeners (NNLs). NLs and NNLs were found to respond in remarkably similar ways to the problems posed by stress misallocation. For both groups, the extent to which intelligibility was compromised depended greatly on the direction in which stress was shifted and whether changes in vowel quality were involved.												253	364											SEP	2005	39	3					399	423		10.2307/3588487	http://dx.doi.org/10.2307/3588487												2026-01-16	WOS:000242311200004
J	Mitterer, H				Mitterer, Holger			A web-based mouse-tracking task for early perceptual language processing	BEHAVIOR RESEARCH METHODS				Article								The study of language processing requires data from a wide range of languages but also data that are free from demand characteristics and meta-linguistic strategies. While eye-tracking has been successfully used to address the later issue, pragmatically, eye-tracking is often difficult to achieve with less well-studied languages. Therefore, the current paper presents a web-based mouse-tracking task that generates data that seem to reflect early perceptual processes similar to eye-tracking but which can be performed remotely. The task uses a set-up similar to early video games to entice participants to use language input as early as possible. The data presented here replicate an earlier eye-tracking study focusing on how reduced words are recognized. Fillers from the same study are also used, which show that the paradigm also reflects predictive semantic processing. It is concluded that the paradigm can be used to investigate lexical access, prosodic processing, and predictive semantic processing.												0	0											OCT 10	2025	57	11							308	10.3758/s13428-025-02827-8	http://dx.doi.org/10.3758/s13428-025-02827-8												2026-01-16	WOS:001590824400001
J	Mattys, SL				Mattys, SL			Stress versus coarticulation: Toward an integrated approach to explicit speech segmentation	JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE				Article								Although word stress has been hailed as a powerful speech-segmentation cue, the results of 5 cross-modal fragment priming experiments revealed limitations to stress-based segmentation. Specifically, the stress pattern of auditory primes failed to have any effect on the lexical decision latencies to related visual targets. A determining factor was whether the onset of the prime was coarticulated with the preceding speech fragment. Uncoarticulated (i.e., concatenated) primes facilitated priming. Coarticulated ones did not. However, when the primes were presented in a background of noise, the pattern of results reversed, and a strong stress effect emerged: Stress-initial primes caused more priming than non-initial-stress primes, regardless of the coarticulatory cues. The results underscore the role of coarticulation in the segmentation of clear speech and that of stress in impoverished listening conditions. More generally, they call for an integrated and signal-contingent approach to speech segmentation.												58	73											APR	2004	30	2					397	408		10.1037/0096-1523.30.2.397	http://dx.doi.org/10.1037/0096-1523.30.2.397												2026-01-16	WOS:000220322500012
