title,authors,year,journal,abstract,author_keywords,keywords_plus,doi,ut,source_query,title_norm,first_author,dedup_key,source_query_all,dup_rank
Neural correlates of intonation and lexical tone in tonal and non-tonal language speakers,"Chien, PJ; Friederici, AD; Hartwigsen, G; Sammler, D",2020,HUMAN BRAIN MAPPING,"Intonation, the modulation of pitch in speech, is a crucial aspect of language that is processed in right-hemispheric regions, beyond the classical left-hemispheric language system. Whether or not this notion generalises across languages remains, however, unclear. Particularly, tonal languages are an interesting test case because of the dual linguistic function of pitch that conveys lexical meaning in form of tone, in addition to intonation. To date, only few studies have explored how intonation is processed in tonal languages, how this compares to tone and between tonal and non-tonal language speakers. The present fMRI study addressed these questions by testing Mandarin and German speakers with Mandarin material. Both groups categorised mono-syllabic Mandarin words in terms of intonation, tone, and voice gender. Systematic comparisons of brain activity of the two groups between the three tasks showed large cross-linguistic commonalities in the neural processing of intonation in left fronto-parietal, right frontal, and bilateral cingulo-opercular regions. These areas are associated with general phonological, specific prosodic, and controlled categorical decision-making processes, respectively. Tone processing overlapped with intonation processing in left fronto-parietal areas, in both groups, but evoked additional activity in bilateral temporo-parietal semantic regions and subcortical areas in Mandarin speakers only. Together, these findings confirm cross-linguistic commonalities in the neural implementation of intonation processing but dissociations for semantic processing of tone only in tonal language speakers.",,,10.1002/hbm.24916,WOS:000508026600001,"TS=(""spoken word recognition"" AND prosody)",neural correlates of intonation and lexical tone in tonal and non tonal language speakers,"Chien, PJ",doi:10.1002/hbm.24916,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(""spoken word recognition"" AND intonation) | TS=(""spoken word recognition"" AND prosody) | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",4
Representational level matters for tone-word recognition: Evidence from form priming,"Yue, JX; Bastiaanse, R; Howard, D; Alter, K",2024,QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,"In a form priming experiment with a lexical decision task, we investigated whether the representational structure of lexical tone in lexical memory impacts spoken-word recognition in Mandarin. Target monosyllabic words were preceded by five types of primes: (1) the same real words (/lun4/-/lun4/), (2) real words with only tone contrasts (/lun2/-/lun4/), (3) unrelated real words (/pie3/-/lun4/), (4) pseudowords with only tone contrasts (*/lun3/-/lun4/), and (5) unrelated pseudowords (*/tai3/-/lun4/). We found a facilitation effect in target words with pseudoword primes that share the segmental syllable but contrast in tones (*/lun3/-/lun4/). Moreover, no evident form priming effect was observed in target words primed by real words with only tone contrasts (/lun2/-/lun4/). These results suggest that the recognition of a tone word is influenced by the representational level of tone accessed by the prime word. The distinctive priming patterns between real-word and pseudoword primes are best explained by the connectionist models of tone-word recognition, which assume a hierarchical representation of lexical tone.",,,10.1177/17470218231203615,WOS:001087883000001,"TS=(""spoken word recognition"" AND prosody)",representational level matters for tone word recognition evidence from form priming,"Yue, JX",doi:10.1177/17470218231203615,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""representation"" AND (""intonation"" OR ""prosody"")) | TS=(""spoken word recognition"" AND prosody)",3
Priming Stress Patterns in Word Recognition,"Protopapas, A; Panagaki, E; Andrikopoulou, A; Palma, NG; Arvaniti, A",2016,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,"This study addresses the lexical representation of stress in a series of 5 intramodal and cross-modal priming experiments in the Greek language using lexical decision tasks with auditory and visual targets. Three-syllable primes and targets were matched in first syllable segments, length, and other variables, and differed segmentally in the second and third syllable. Primes matched or mismatched targets in stress, which was placed on the penultimate or antepenultimate syllable. There was no evidence for stress priming in either accuracy or latency of responses to either words or pseudowords in any of these experiments, either intramodally or cross-modally. In contrast, a control fragment priming experiment using only the first 2 syllables of the primes produced a significant effect of stress congruence for words but not for pseudowords. The results are interpreted in the context of previous findings in the literature as arising from lexical activation rather than from matching stress patterns. Overall, findings are consistent with lexical representations including stress information that is inseparable from segmental specification, rather than with abstract representations of metrical templates.",,,10.1037/xhp0000259,WOS:000387150100006,"TS=(""spoken word recognition"" AND prosody)",priming stress patterns in word recognition,"Protopapas, A",doi:10.1037/xhp0000259,"TS=(""representation"" AND (""intonation"" OR ""prosody"")) | TS=(""spoken word recognition"" AND prosody)",2
The Role of Semantic Transparency in the Processing of Spoken Compound Words,"Creemers, A; Embick, D",2022,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,"The question of whether lexical decomposition is driven by semantic transparency in the lexical processing of morphologically complex words, such as compounds, remains controversial. Prior research on compound processing has predominantly examined visual processing. Focusing instead on spoken word word recognition, the present study examined the processing of auditorily presented English compounds that were semantically transparent (e.g., farmyard) or partially opaque with an opaque head (e.g., airline) or opaque modifier (e.g., pothole). Three auditory primed lexical decision experiments were run to examine to what extent constituent priming effects are affected by the semantic transparency of a compound and whether semantic transparency affects the processing of heads and modifiers equally. The results showed priming effects for both modifiers and heads regardless of their semantic transparency, indicating that individual constituents are accessed in transparent as well as opaque compounds. In addition, the results showed smaller priming effects for semantically opaque heads compared with matched transparent compounds with the same head. These findings suggest that semantically opaque heads induce an increased processing cost, which may result from the need to suppress the meaning of the head in favor of the meaning of the opaque compound.",,,10.1037/xlm0001132,WOS:000778682100001,"TS=(""spoken word recognition"" AND prosody)",the role of semantic transparency in the processing of spoken compound words,"Creemers, A",doi:10.1037/xlm0001132,"TS=(""representation"" AND (""intonation"" OR ""prosody"")) | TS=(""spoken word recognition"" AND prosody)",2
Perceptual Recovery from Consonant-Cluster Simplification in Korean Using Language-Specific Phonological Knowledge,"Cho, T; McQueen, JM",2011,JOURNAL OF PSYCHOLINGUISTIC RESEARCH,"Two experiments examined whether perceptual recovery from Korean consonant-cluster simplification is based on language-specific phonological knowledge. In tri-consonantal C1C2C3 sequences such as /lkt/ and /lpt/ in Seoul Korean, either C1 or C2 can be completely deleted. Seoul Koreans monitored for C2 targets (/p/ or /k/, deleted or preserved) in the second word of a two-word phrase with an underlying /l/-C2-/t/ sequence. In Experiment 1 the target-bearing words had contextual lexical-semantic support. Listeners recovered deleted targets as fast and as accurately as preserved targets with both Word and Intonational Phrase (IP) boundaries between the two words. In Experiment 2, contexts were low-pass filtered. Listeners were still able to recover deleted targets as well as preserved targets in IP-boundary contexts, but better with physically-present targets than with deleted targets in Word-boundary contexts. This suggests that the benefit of having target acoustic-phonetic information emerges only when higher-order (contextual and phrase-boundary) information is not available. The strikingly efficient recovery of deleted phonemes with neither acoustic-phonetic cues nor contextual support demonstrates that language-specific phonological knowledge, rather than language-universal perceptual processes which rely on fine-grained phonetic details, is employed when the listener perceives the results of a continuous-speech process in which reduction is phonetically complete.",,,10.1007/s10936-011-9168-0,WOS:000300174300002,"TS=(""spoken word recognition"" AND prosody)",perceptual recovery from consonant cluster simplification in korean using language specific phonological knowledge,"Cho, T",doi:10.1007/s10936-011-9168-0,"TS=(""representation"" AND (""intonation"" OR ""prosody"")) | TS=(""spoken word recognition"" AND prosody)",2
The Acquisition of Contrastive Focus During Online Sentence-Comprehension by Children Learning Mandarin Chinese,"Tang, P; Yuen, I; Demuth, K; Rattanasone, NX",2023,DEVELOPMENTAL PSYCHOLOGY,"Contrastive focus, conveyed by prosodic cues, marks important information. Studies have shown that 6-year-olds learning English and Japanese can use contrastive focus during online sentence comprehension: focus used in a contrastive context facilitates the identification of a target referent (speeding up processing), whereas focus used inappropriately in a noncontrastive context misleads listeners to predict an incorrect referent, hindering the identification process (Ito et al., 2012, 2014). In Mandarin Chinese, the mapping between prosodic form and contrastive focus is less transparent, potentially delaying the acquisition of contrastive focus. This study assessed the online processing of contrastive focus by 196 Mandarin-speaking 4-10-year-olds and 34 adults in China, using the visual world paradigm. Stimuli contained a target NP in a mini discourse, with focus being used in contrastive (Experiment 1) versus Noncontrastive contexts (Experiment 2). Experiment 1 showed that the appropriate use of prosodic form for contrastive focus facilitated the identification of a target referent for 7-10-year-olds and adults, though not younger children. Experiment 2 showed that the inappropriate use of prosodic form for contrastive focus slowed the identification process only for 10-year-olds and adults. Thus, whereas 7-10-year-olds are sensitive to prosodic form for contrastive focus, only 10-year-olds use it as a primary cue to predict an upcoming referent like adults. The acquisition of contrastive focus in Mandarin is therefore a gradual process, with children showing sensitivity to contrastive focus during the early school years, and developing adult-like form-function mapping between prosody and focus until the end of primary school.",,,10.1037/dev0001498,WOS:000894788700001,"TS=(""spoken word recognition"" AND prosody)",the acquisition of contrastive focus during online sentence comprehension by children learning mandarin chinese,"Tang, P",doi:10.1037/dev0001498,"TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(""spoken word recognition"" AND intonation) | TS=(""spoken word recognition"" AND prosody)",3
Features of low functional load in mono- and bilinguals' lexical access: evidence from Swedish tonal accent,"Althaus, N; Wetterlin, A; Lahiri, A",2021,PHONETICA,"Swedish makes use of tonal accents (Accents 1 and 2) to contrast words, but the functional load is very low, with some regional dialects not even exhibiting the contrast. In particular given the low number of minimal pairs, the question is whether tonal word accent is used in lexical access. Here we present two cross-modal fragment semantic priming studies in order to address this question. Both experiments use first syllable fragments in order to prime semantically related targets. Experiment 1 utilises words whose first syllable occurs with both accent patterns, creating a situation in which there is lexical competition between words that differ solely in terms of accent. Experiment 2 removes this competition by using words that have no such accent competitors. Our results show that native speakers of Swedish use tonal word accent in lexical access: Accent mispronunciations failed to prime semantically related targets, regardless of whether primes had accent competitors or not. Results for a group of early bilingual speakers (who grew up with one Swedish-speaking parent and one other non-tonal language) showed no differences in processing compared to the monolinguals. This indicates that the extraction of accent features during acquisition and their use in lexical access is robust, even in a scenario where multiple input languages lead to tonal word accent being a useful feature for only some of the lexical items that are being acquired. There is no doubt that the accent system is well entrenched into the bilinguals' phonological system.",,,10.1515/phon-2021-2002,WOS:000705492900001,"TS=(""spoken word recognition"" AND prosody)",features of low functional load in mono and bilinguals lexical access evidence from swedish tonal accent,"Althaus, N",doi:10.1515/phon-2021-2002,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""spoken word recognition"" AND prosody)",2
The role of lexical stress in spoken English word recognition by listeners of English and Taiwan Mandarin,"Ou, SC",2019,LANGUAGE AND LINGUISTICS,"Two perceptual experiments investigated how the suprasegmental information of monosyllables is perceived and exploited in spoken English word recognition by listeners of English and Taiwan Mandarin (TM). Using an auditory lexical decision task in which correctly stressed English words and mis-stressed nonwords (e.g. camPAIGN vs. *CAMpaign) were presented for lexical decisions, Experiment I demonstrated that TM listeners could perceive the differences between stressed and unstressed syllables with native-like accuracy and rapidity. To examine how the perceived suprasegmental contrast would constrain English lexical access, Experiment II was conducted. It used a cross-modal fragment priming task in which a lexical decision had to be made for a visually presented English word or nonword following an auditory prime, which was a spoken word-initial syllable. The results showed that English and TM listeners recognized the displayed word (e.g. campus) faster both after a stress-matching (e.g. CAM-) prime and a stress-mismatching (e.g. cam-) prime than after a control prime (e.g. MOUN , with mismatching segments). This indicates that suprasegmental information does not inhibit a segmentally matching but suprasegmentally mismatching word candidate for both the two groups, although TM is a language where lexical prosody is expressed syllabically and its listeners tend to interpret lexical stress tonally. Yet, the two groups' responses were slower after the stressed primes than after the unstressed ones, presumably because the former generally had more possible continuations than the latter do. It is therefore concluded that when recognizing spoken English words, both the native and non-native (TM-speaking) listeners can exploit the suprasegmental cues of monosyllables, which, however, are not so effective that they will outweigh the segmental cues.",,,10.1075/lali.00049.ou,WOS:000496239100003,"TS=(""spoken word recognition"" AND prosody)",the role of lexical stress in spoken english word recognition by listeners of english and taiwan mandarin,"Ou, SC",doi:10.1075/lali.00049.ou,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""representation"" AND (""intonation"" OR ""prosody"")) | TS=(""spoken word recognition"" AND prosody)",3
Children's processing of morphosyntactic and prosodic cues in overriding context-based hypotheses: an eye tracking study,"Armstrong, ME; Andreu, L; Esteve-Gibert, N; Prieto, P",2016,PROBUS,"This research explores children's ability to integrate contextual and linguistic cues. Prior work has shown that children are not able to weigh contextual information in an adult-like way and that between the age of 4 and 6 they show difficulties in revising a hypothesis they have made based on early-arriving linguistic information in sentence processing. Therefore we considered children's ability to confirm or override a context-based hypothesis based on linguistic information. Our objective in this study was to test (1) children's (ages 4-6) ability to form a hypothesis based on contextual information, (2) their ability to override such a hypothesis based on linguistic information and (3) how children are able to use different types of linguistic cues (morphosyntactic versus prosodic) to confirm or override the initial hypothesis. Results from both offline (pointing) and online (eye tracking) tasks suggest that children in this age group indeed form hypotheses based on contextual information. Age effects were found regarding children's ability to override these hypotheses. Overall, 4-year-olds were not shown to be able to override their hypotheses using linguistic information of interest. For 5- and 6-year-olds, it depended on the types of linguistic cues that were available to them. Children were better at using morphosyntactic cues to override an initial hypothesis than they were at using prosodic cues to do so. Our results suggest that children slowly develop the ability to override hypotheses based on early-arriving information, even when that information is extralinguistic and contextual. Children must learn to weight different types of cues in an adult-like way. This developmental period of learning to prioritize different cues in an adult-like way is consistent with a constraint-based model of learning.",,,10.1515/probus-2016-0004,WOS:000375180700004,"TS=(""spoken word recognition"" AND prosody)",children s processing of morphosyntactic and prosodic cues in overriding context based hypotheses an eye tracking study,"Armstrong, ME",doi:10.1515/probus-2016-0004,"TS=(""spoken word recognition"" AND intonation) | TS=(""spoken word recognition"" AND prosody)",2
The effect of lexical tone experience on English intonation perception in Mandarin-speaking cochlear-implanted children,"Lu, HP; Lin, CS; Wu, CM; Peng, SC; Feng, IJ; Lin, YS",2022,MEDICINE,"To examine the effect of lexical tone experience on English intonation perception in Mandarin-speaking cochlear-implanted children during second language acquisition in Taiwan. A retrospective cohort study. A tertiary referred center. Fourteen children with cochlear implant (CI) in the experimental group, and 9 normal hearing children in the control group were enrolled in this study. Cochlear implantation and hearing rehabilitation. Two speech recognition accuracies were examined: (1) Lexical tone recognition (4-alternative forced choice, AFC), (2) English Sentence Intonation (2AFC). The overall accuracies for tone perception are 61.13% (standard deviation, SD = 10.84%) for CI group and 93.82% (SD = 1.80%) for normal hearing group. Tone 4 and Tone 1 were more easily to be recognized than tone 2 and tone 3 in the pediatric CI recipients (cCI) group. In English intonation perception, the overall accuracies are 61.82% (SD = 16.85%) for CI group, and 97.59% (SD = 4.73%) for normal hearing group. Significant high correlation (R = .919, P <= .000) between lexical tone perception and English intonation perception is noted. There is no significant difference for English intonation perception accuracies between Mandarin-speaking cCI (61.82%) and English-speaking cCI (70.13%, P = .11). Mandarin-speaking cochlear-implanted children showed significant deficits in perception of lexical tone and English intonation relative to normal hearing children. There was no tonal language benefit in Mandarin-speaking cochlear-implanted children's English intonation perception, compared to the English-speaking cochlear-implanted peers. For cochlear-implanted children, better lexical tone perception comes with better English intonation perception. Enhancing Mandarin prosodic perception for cochlear-implanted children may benefit their command of intonation in English.",,,10.1097/md.0000000000029567,WOS:000825571400034,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",the effect of lexical tone experience on english intonation perception in mandarin speaking cochlear implanted children,"Lu, HP",doi:10.1097/md.0000000000029567,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
The Influence of Tonal and Atonal Bilingualism on Children's Lexical and Non-Lexical Tone Perception,"Morett, LM",2020,LANGUAGE AND SPEECH,"This study examined how bilingualism in an atonal language, in addition to a tonal language, influences lexical and non-lexical tone perception and word learning during childhood. Forty children aged 5;3-7;2, bilingual either in English and Mandarin or English and another atonal language, were tested on Mandarin lexical tone discrimination, level-pitch sine-wave tone discrimination, and learning of novel words differing minimally in Mandarin lexical tone. Mandarin-English bilingual children discriminated between and learned novel words differing minimally in Mandarin lexical tone more accurately than their atonal-English bilingual peers. However, Mandarin-English and atonal-English bilingual children discriminated between level-pitch sine-wave tones with similar accuracy. Moreover, atonal-English bilingual children showed a tendency to perceive differing Mandarin lexical and level-pitch sine-wave tones as identical, whereas their Mandarin-English peers showed no such tendency. These results indicate that bilingualism in a tonal language in addition to an atonal language-but not bilingualism in two atonal languages-allows for continued sensitivity to lexical tone beyond infancy. Moreover, they suggest that although tonal-atonal bilingualism does not enhance sensitivity to differences in pitch between sine-wave tones beyond infancy any more effectively than atonal-atonal bilingualism, it protects against the development of biases to perceive differing lexical and non-lexical tones as identical. Together, the results indicate that, beyond infancy, tonal-atonal bilinguals process lexical tones using different cognitive mechanisms than atonal-atonal bilinguals, but that both groups process level-pitch non-lexical tone using the same cognitive mechanisms.",,,10.1177/0023830919834679,WOS:000537760600002,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",the influence of tonal and atonal bilingualism on children s lexical and non lexical tone perception,"Morett, LM",doi:10.1177/0023830919834679,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(""spoken word recognition"" AND intonation) | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",4
EARLY CORTICAL PROCESSING OF LINGUISTIC PITCH PATTERNS AS REVEALED BY THE MISMATCH NEGATIVITY,"Ren, GQ; Yang, Y; Li, X",2009,NEUROSCIENCE,"Previous brain imaging studies have shown the left hemispheric dominance for processing of lexical tone in native speakers. However, the low temporal resolution related to neuroimaging techniques might not explicitly detect the brain activities that occur at a relatively small or a determined time frame. We used the mismatch negativity (MMN) and a source estimation technique (low-resolution electromagnetic tomography [LORETA]) to probe the brain activities underlying the early pre-attentive processing of Mandarin lexical tone and intonation. A passive oddball paradigm was applied to present tone and intonation contrast in a speech and nonspeech context. The results showed that no difference of the MMN amplitudes existed between speech and nonspeech conditions, although a larger MMN was found for tone than intonation condition. Source localization of the MMNs for all of the conditions showed the right hemispheric dominance, regardless of their linguistic functions (tone vs. intonation) or speech context (speech vs. nonspeech). Interestingly, the MMN generator for normal tone and hummed tone originated from the same cortical area (right parietal lobe, BA 19). These findings suggest that the pre-attentive cortical processing can be modulated not only by speech stimuli, but also by their nonspeech hums. Our data are compatible with the acoustic hypothesis of speech processing. Crown Copyright (C) 2009 Published by Elsevier Ltd on behalf of IBRO. All rights reserved.",,,10.1016/j.neuroscience.2009.04.021,WOS:000267200300010,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",early cortical processing of linguistic pitch patterns as revealed by the mismatch negativity,"Ren, GQ",doi:10.1016/j.neuroscience.2009.04.021,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",3
Pitch perception and production in congenital amusia: Evidence from Cantonese speakers,"Liu, F; Chan, AHD; Ciocca, V; Roquet, C; Peretz, I; Wong, PCM",2016,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,"This study investigated pitch perception and production in speech and music in individuals with congenital amusia (a disorder of musical pitch processing) who are native speakers of Cantonese, a tone language with a highly complex tonal system. Sixteen Cantonese-speaking congenital amusics and 16 controls performed a set of lexical tone perception, production, singing, and psychophysical pitch threshold tasks. Their tone production accuracy and singing proficiency were subsequently judged by independent listeners, and subjected to acoustic analyses. Relative to controls, amusics showed impaired discrimination of lexical tones in both speech and non-speech conditions. They also received lower ratings for singing proficiency, producing larger pitch interval deviations and making more pitch interval errors compared to controls. Demonstrating higher pitch direction identification thresholds than controls for both speech syllables and piano tones, amusics nevertheless produced native lexical tones with comparable pitch trajectories and intelligibility as controls. Significant correlations were found between pitch threshold and lexical tone perception, music perception and production, but not between lexical tone perception and production for amusics. These findings provide further evidence that congenital amusia is a domain-general language-independent pitch-processing deficit that is associated with severely impaired music perception and production, mildly impaired speech perception, and largely intact speech production. (C) 2016 Acoustical Society of America.",,,10.1121/1.4955182,WOS:000382406500075,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",pitch perception and production in congenital amusia evidence from cantonese speakers,"Liu, F",doi:10.1121/1.4955182,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",3
Melodic Pitch Perception and Lexical Tone Perception in Mandarin-Speaking Cochlear Implant Users,"Tao, DD; Deng, R; Jiang, Y; Galvin, JJ; Fu, QJ; Chen, B",2015,EAR AND HEARING,"Objectives: To examine the relationship between lexical tone perception and melodic pitch perception in Mandarin-speaking cochlear implant (CI) users and to investigate the influence of previous acoustic hearing on CI users' speech and music perception. Design: Lexical tone perception and melodic contour identification (MCI) were measured in 21 prelingual and 11 postlingual young (aged 6-26 years) Mandarin-speaking CI users. Lexical tone recognition was measured for four tonal patterns: tone 1 (flat F0), tone 2 (rising F0), tone 3 (falling-rising F0), and tone 4 (falling F0). MCI was measured using nine five-note melodic patterns that contained changes in pitch contour, as well as different semitone spacing between notes. Results: Lexical tone recognition was generally good (overall mean = 81% correct), and there was no significant difference between subject groups. MCI performance was generally poor (mean = 23% correct). MCI performance was significantly better for postlingual (mean = 32% correct) than for prelingual CI participants (mean = 18% correct). After correcting for outliers, there was no significant correlation between lexical tone recognition and MCI performance for prelingual or postlingual CI participants. Age at deafness was significantly correlated with MCI performance only for postlingual participants. CI experience was significantly correlated with MCI performance for both prelingual and postlingual participants. Duration of deafness was significantly correlated with tone recognition only for prelingual participants. Conclusions: Despite the prevalence of pitch cues in Mandarin, the present CI participants had great difficulty perceiving melodic pitch. The availability of amplitude and duration cues in lexical tones most likely compensated for the poor pitch perception observed with these CI listeners. Previous acoustic hearing experience seemed to benefit postlingual CI users' melodic pitch perception. Longer CI experience was associated with better MCI performance for both subject groups, suggesting that CI users' music perception may improve as they gain experience with their device.",,,10.1097/aud.0000000000000086,WOS:000346911200011,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",melodic pitch perception and lexical tone perception in mandarin speaking cochlear implant users,"Tao, DD",doi:10.1097/aud.0000000000000086,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",3
Subgroup differences in the lexical tone mismatch negativity (MMN) among Mandarin speakers with congenital amusia,"Nan, Y; Huang, WT; Wang, WJ; Liu, C; Dong, Q",2016,BIOLOGICAL PSYCHOLOGY,"The association/dissociation of pitch processing between music and language is a long lasting debate. We examined this music-language relationship by investigating to what extent pitch deficits in these two domains were dissociable. We focused on a special neurodevelopmental pitch disorder congenital amusia, which primarily affects musical pitch processing. Recent research has also revealed lexical tone deficits in speech among amusics. Approximately one-third of Mandarin amusics exhibits behavioural difficulties in lexical tone perception, which is known as tone agnosia. Using mismatch negativities (MMNs), our current work probed lexical tone encoding at the pre-attentive level among the Mandarin amusics with (tone agnosics) and without (pure amusics) behavioural lexical tone deficits compared with age- and IQ-matched controls. Relative to the controls and the pure amusics, the tone agnosics exhibited reduced MMNs specifically in response to lexical tone changes. Their tone-consonant MMNs were intact and similar to those of the other two groups. Moreover, the tone MMN reduction over the left hemisphere was tightly linked to behavioural insensitivity to lexical tone changes. The current study thus provides the first psychophysiological evidence of subgroup differences in lexical tone processing among Mandarin amusics and links amusics' behavioural tone deficits to impaired pre-attentive tone processing. Despite the overall music pitch deficits, the subgroup differences in lexical tone processing in Mandarin-speaking amusics suggest dissociation of pitch deficits between music and speech. (C) 2015 Elsevier B.V. All rights reserved.",,,10.1016/j.biopsycho.2015.11.010,WOS:000366757000007,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",subgroup differences in the lexical tone mismatch negativity mmn among mandarin speakers with congenital amusia,"Nan, Y",doi:10.1016/j.biopsycho.2015.11.010,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",3
Mandarin-Speaking Amusics' Online Recognition of Tone and Intonation,"Tang, LR; Xu, YXX; Yang, ST; Meng, XY; Du, BQ; Sun, C; Liu, L; Dong, Q; Nan, Y",2024,JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,"Purpose: Congenital amusia is a neurogenetic disorder of musical pitch processing. Its linguistic consequences have been examined separately for speech intonations and lexical tones. However, in a tonal language such as Chinese, the processing of intonations and lexical tones interacts with each other during online speech perception. Whether and how the musical pitch disorder might affect linguistic pitch processing during online speech perception remains unknown. Method: We investigated this question with intonation (question vs. statement) and lexical tone (rising Tone 2 vs. falling Tone 4) identification tasks using the same set of sentences, comparing behavioral and event -related potential measurements between Mandarin -speaking amusics and matched controls. We specifically focused on the amusics without behavioral lexical tone deficits (the majority, i.e., pure amusics). Results: Results showed that, despite relative to normal performance when tested in word lexical tone test, pure amusics demonstrated inferior recognition than controls during sentence tone and intonation identification. Compared to controls, pure amusics had larger N400 amplitudes in question stimuli during tone task and smaller P600 amplitudes in intonation task. Conclusion: These data indicate that musical pitch disorder affects both tone and intonation processing during sentence processing even for pure amusics, whose lexical tone processing was intact when tested with words.",,,10.1044/2024_jslhr-23-00520,WOS:001244512900006,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",mandarin speaking amusics online recognition of tone and intonation,"Tang, LR",doi:10.1044/2024_jslhr-23-00520,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",3
"The interaction of lexical tone, intonation and semantic context in on-line spoken word recognition: An ERP study on Cantonese Chinese","Kung, C; Chwilla, DJ; Schriefers, H",2014,NEUROPSYCHOLOGIA,"In two ERP experiments, we investigate the on-line interplay of lexical tone, intonation and semantic context during spoken word recognition in Cantonese Chinese. Experiment 1 shows that lexical tone and intonation interact immediately. Words with a low lexical tone at the end of questions (with a rising question intonation) lead to a processing conflict. This is reflected in a low accuracy in lexical identification and in a P600 effect compared to the same words at the end of a statement. Experiment 2 shows that a strongly biasing semantic context leads to much better lexical-identification performance for words with a low tone at the end of questions and to a disappearance of the P600 effect. These results support the claim that semantic context plays a major role in disentangling the tonal information from the intonational information, and thus, in resolving the on-line conflict between intonation and tone. However, the ERP data indicate that the introduction of a semantic context does not entirely eliminate on-line processing problems for words at the end of questions. This is revealed by the presence of an N400 effect for words with a low lexical tone and for words with a high-mid lexical tone at the end of questions. The ERP data thus show that, while semantic context helps in the eventual lexical identification, it makes the deviation of the contextually expected lexical tone from the actual acoustic signal more salient. (C) 2013 Elsevier Ltd. All rights reserved.",,,10.1016/j.neuropsychologia.2013.11.020,WOS:000331663100031,"TS=(intonation AND (""lexical tone"" OR ""tone perception""))",the interaction of lexical tone intonation and semantic context in on line spoken word recognition an erp study on cantonese chinese,"Kung, C",doi:10.1016/j.neuropsychologia.2013.11.020,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(""spoken word recognition"" AND intonation) | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",4
